Sample,Temperature,Absorbance,Pathlength
2,6.03,0.270782471,1
2,6.52,0.271453857,1
2,7.03,0.270401001,1
2,7.53,0.270599365,1
2,8.03,0.270812988,1
2,8.54,0.270828247,1
2,9.04,0.270767212,1
2,9.54,0.27104187,1
2,10.05,0.271087646,1
2,10.55,0.271148682,1
2,11.05,0.271331787,1
2,11.56,0.270751953,1
2,12.05,0.2709198,1
2,12.56,0.271118164,1
2,13.06,0.271514893,1
2,13.57,0.271850586,1
2,14.07,0.271392822,1
2,14.57,0.271972656,1
2,15.07,0.271759033,1
2,15.58,0.271316528,1
2,16.09,0.272399902,1
2,16.59,0.271942139,1
2,17.1,0.272140503,1
2,17.6,0.271484375,1
2,18.12,0.271987915,1
2,18.62,0.271942139,1
2,19.13,0.272186279,1
2,19.63,0.272140503,1
2,20.14,0.272399902,1
2,20.68,0.272247314,1
2,21.17,0.272125244,1
2,21.68,0.272491455,1
2,22.17,0.272293091,1
2,22.66,0.272293091,1
2,23.16,0.272949219,1
2,23.65,0.272476196,1
2,24.14,0.272460938,1
2,24.64,0.272415161,1
2,25.14,0.272705078,1
2,25.64,0.273162842,1
2,26.13,0.273117065,1
2,26.65,0.273345947,1
2,27.19,0.273590088,1
2,27.68,0.273605347,1
2,28.18,0.273666382,1
2,28.67,0.274230957,1
2,29.17,0.274581909,1
2,29.68,0.274978638,1
2,30.16,0.275115967,1
2,30.67,0.275161743,1
2,31.16,0.275375366,1
2,31.66,0.27583313,1
2,32.16,0.276565552,1
2,32.67,0.276870728,1
2,33.17,0.277252197,1
2,33.67,0.277648926,1
2,34.17,0.278564453,1
2,34.68,0.279083252,1
2,35.18,0.279602051,1
2,35.68,0.280975342,1
2,36.19,0.281509399,1
2,36.68,0.281936646,1
2,37.18,0.282562256,1
2,37.69,0.28364563,1
2,38.2,0.284408569,1
2,38.69,0.285354614,1
2,39.2,0.286941528,1
2,39.7,0.287582397,1
2,40.19,0.289093018,1
2,40.7,0.289978027,1
2,41.2,0.291397095,1
2,41.71,0.292861938,1
2,42.21,0.293716431,1
2,42.71,0.295379639,1
2,43.22,0.297241211,1
2,43.72,0.297958374,1
2,44.21,0.300613403,1
2,44.72,0.301803589,1
2,45.23,0.302383423,1
2,45.72,0.30480957,1
2,46.22,0.306213379,1
2,46.73,0.307098389,1
2,47.23,0.308029175,1
2,47.96,0.310943604,1
2,48.71,0.311859131,1
2,49.22,0.313583374,1
2,49.74,0.314300537,1
2,50.24,0.31628418,1
2,50.73,0.316345215,1
2,51.23,0.317092896,1
2,51.75,0.318130493,1
2,52.23,0.31803894,1
2,52.75,0.32019043,1
2,53.23,0.320236206,1
2,53.74,0.320236206,1
2,54.25,0.321289063,1
2,54.74,0.32182312,1
2,55.24,0.322067261,1
2,55.75,0.322387695,1
2,56.25,0.322692871,1
2,56.77,0.323760986,1
2,57.25,0.323577881,1
2,57.76,0.324279785,1
2,58.27,0.32460022,1
2,58.75,0.324890137,1
2,59.25,0.32472229,1
2,59.77,0.326141357,1
2,60.26,0.325897217,1
2,60.76,0.325302124,1
2,61.29,0.326156616,1
2,61.79,0.325714111,1
2,62.28,0.326980591,1
2,62.78,0.32661438,1
2,63.27,0.327682495,1
2,63.79,0.32711792,1
2,64.28,0.328399658,1
2,64.8,0.327835083,1
2,65.29,0.328887939,1
2,65.81,0.328887939,1
2,66.29,0.328994751,1
2,66.8,0.329284668,1
2,67.29,0.329971313,1
2,67.81,0.330154419,1
2,68.3,0.33026123,1
2,68.82,0.330352783,1
2,69.32,0.329986572,1
2,69.82,0.330429077,1
2,70.32,0.331192017,1
2,70.8,0.330230713,1
2,71.32,0.331359863,1
2,71.82,0.330215454,1
2,72.33,0.330444336,1
2,72.83,0.330795288,1
2,73.33,0.330383301,1
2,73.82,0.329849243,1
2,74.33,0.329650879,1
2,74.84,0.32963562,1
2,75.34,0.329116821,1
2,75.83,0.329788208,1
2,76.34,0.32989502,1
2,76.84,0.330032349,1
2,77.34,0.330505371,1
2,77.84,0.330780029,1
2,78.34,0.330215454,1
2,78.84,0.33013916,1
2,79.35,0.331497192,1
2,79.85,0.331253052,1
2,80.36,0.331710815,1
2,80.85,0.331634521,1
2,81.36,0.331359863,1
2,81.86,0.332946777,1
2,82.36,0.331939697,1
2,82.87,0.332519531,1
2,83.37,0.332122803,1
2,83.87,0.332336426,1
2,84.38,0.332687378,1
2,84.88,0.333297729,1
2,85.37,0.333389282,1
2,85.88,0.333557129,1
2,86.38,0.334121704,1
2,86.88,0.334228516,1
2,87.38,0.334274292,1
2,87.89,0.334350586,1
2,88.39,0.334869385,1
2,88.89,0.334075928,1
2,89.39,0.33493042,1
2,89.89,0.336120605,1
2,90.4,0.335617065,1
2,90.9,0.335372925,1
2,91.4,0.335784912,1
2,91.9,0.336746216,1
2,92.4,0.336334229,1
2,92.9,0.336395264,1
2,93.41,0.336639404,1
2,93.91,0.336776733,1
2,94.42,0.336807251,1
2,94.91,0.337722778,1
2,95.42,0.338134766,1
3,4.77,0.465652466,1
3,5.5,0.462478638,1
3,6.03,0.462493896,1
3,6.52,0.463043213,1
3,7.04,0.463058472,1
3,7.54,0.463912964,1
3,8.04,0.463912964,1
3,8.55,0.463378906,1
3,9.05,0.463973999,1
3,9.55,0.463745117,1
3,10.06,0.464569092,1
3,10.56,0.464172363,1
3,11.06,0.464050293,1
3,11.56,0.464019775,1
3,12.06,0.464248657,1
3,12.57,0.46472168,1
3,13.07,0.464813232,1
3,13.57,0.464614868,1
3,14.07,0.46496582,1
3,14.58,0.465240479,1
3,15.08,0.465621948,1
3,15.59,0.465316772,1
3,16.09,0.465103149,1
3,16.59,0.464920044,1
3,17.1,0.465179443,1
3,17.61,0.465316772,1
3,18.12,0.465393066,1
3,18.61,0.465957642,1
3,19.13,0.465927124,1
3,19.63,0.466094971,1
3,20.14,0.465881348,1
3,20.68,0.466430664,1
3,21.17,0.466079712,1
3,21.68,0.46647644,1
3,22.17,0.466323853,1
3,22.66,0.466522217,1
3,23.16,0.466552734,1
3,23.65,0.466430664,1
3,24.14,0.466674805,1
3,24.65,0.466812134,1
3,25.13,0.46685791,1
3,25.64,0.467178345,1
3,26.13,0.467727661,1
3,26.65,0.468185425,1
3,27.19,0.468002319,1
3,27.68,0.468460083,1
3,28.18,0.468795776,1
3,28.67,0.469039917,1
3,29.17,0.469329834,1
3,29.68,0.469482422,1
3,30.16,0.469726563,1
3,30.67,0.469680786,1
3,31.16,0.470657349,1
3,31.66,0.471191406,1
3,32.17,0.470809937,1
3,32.67,0.472137451,1
3,33.18,0.472366333,1
3,33.68,0.472854614,1
3,34.18,0.473648071,1
3,34.69,0.474227905,1
3,35.18,0.476089478,1
3,35.68,0.477081299,1
3,36.19,0.477264404,1
3,36.69,0.477798462,1
3,37.19,0.479385376,1
3,37.7,0.48059082,1
3,38.2,0.481658936,1
3,38.69,0.483123779,1
3,39.2,0.484436035,1
3,39.7,0.486419678,1
3,40.2,0.487960815,1
3,40.7,0.489471436,1
3,41.2,0.490707397,1
3,41.72,0.493164063,1
3,42.21,0.49458313,1
3,42.72,0.497161865,1
3,43.22,0.499023438,1
3,43.73,0.500930786,1
3,44.21,0.503540039,1
3,44.72,0.505340576,1
3,45.23,0.507766724,1
3,45.72,0.511184692,1
3,46.22,0.513031006,1
3,46.73,0.514465332,1
3,47.24,0.516937256,1
3,47.95,0.521621704,1
3,48.72,0.523239136,1
3,49.23,0.525497437,1
3,49.75,0.527893066,1
3,50.24,0.529541016,1
3,50.73,0.53125,1
3,51.23,0.533325195,1
3,51.75,0.535202026,1
3,52.23,0.535507202,1
3,52.76,0.538009644,1
3,53.23,0.538604736,1
3,53.74,0.540420532,1
3,54.25,0.541778564,1
3,54.74,0.542602539,1
3,55.25,0.543869019,1
3,55.76,0.544418335,1
3,56.27,0.544433594,1
3,56.76,0.544403076,1
3,57.25,0.543273926,1
3,57.76,0.544143677,1
3,58.28,0.544067383,1
3,58.75,0.545349121,1
3,59.25,0.545318604,1
3,59.77,0.546539307,1
3,60.26,0.545959473,1
3,60.77,0.545654297,1
3,61.28,0.546051025,1
3,61.79,0.546585083,1
3,62.29,0.547683716,1
3,62.79,0.547912598,1
3,63.27,0.548339844,1
3,63.8,0.548553467,1
3,64.29,0.549850464,1
3,64.81,0.550094604,1
3,65.28,0.5496521,1
3,65.81,0.550460815,1
3,66.29,0.549942017,1
3,66.8,0.550918579,1
3,67.3,0.549835205,1
3,67.81,0.550598145,1
3,68.31,0.550720215,1
3,68.82,0.550827026,1
3,69.32,0.551773071,1
3,69.82,0.551422119,1
3,70.33,0.551559448,1
3,70.81,0.552536011,1
3,71.32,0.55229187,1
3,71.82,0.552154541,1
3,72.33,0.551818848,1
3,72.83,0.552536011,1
3,73.33,0.55317688,1
3,73.82,0.552871704,1
3,74.33,0.55305481,1
3,74.84,0.55279541,1
3,75.34,0.553527832,1
3,75.84,0.55355835,1
3,76.35,0.553939819,1
3,76.84,0.554275513,1
3,77.35,0.553985596,1
3,77.85,0.55456543,1
3,78.35,0.553771973,1
3,78.85,0.554641724,1
3,79.35,0.554580688,1
3,79.86,0.554931641,1
3,80.36,0.554885864,1
3,80.86,0.554931641,1
3,81.37,0.555175781,1
3,81.86,0.555786133,1
3,82.36,0.555938721,1
3,82.87,0.556259155,1
3,83.38,0.556274414,1
3,83.88,0.556747437,1
3,84.39,0.556945801,1
3,84.88,0.557266235,1
3,85.38,0.556365967,1
3,85.88,0.556808472,1
3,86.39,0.556564331,1
3,86.89,0.557388306,1
3,87.39,0.557525635,1
3,87.9,0.55770874,1
3,88.38,0.557907104,1
3,88.89,0.557327271,1
3,89.4,0.557800293,1
3,89.9,0.558151245,1
3,90.39,0.559066772,1
3,90.89,0.558349609,1
3,91.4,0.559036255,1
3,91.9,0.558990479,1
3,92.41,0.558639526,1
3,92.91,0.559310913,1
3,93.41,0.559921265,1
3,93.92,0.559692383,1
3,94.41,0.560348511,1
3,94.92,0.560333252,1
3,95.42,0.560195923,1
4,4.76,0.723403931,1
4,5.5,0.71875,1
4,6.03,0.720565796,1
4,6.53,0.721893311,1
4,7.05,0.721130371,1
4,7.54,0.721481323,1
4,8.04,0.720687866,1
4,8.55,0.720932007,1
4,9.05,0.721191406,1
4,9.55,0.722015381,1
4,10.06,0.721679688,1
4,10.56,0.721923828,1
4,11.06,0.721679688,1
4,11.56,0.721710205,1
4,12.07,0.722366333,1
4,12.57,0.722305298,1
4,13.07,0.722000122,1
4,13.58,0.722747803,1
4,14.07,0.722854614,1
4,14.58,0.722686768,1
4,15.07,0.722915649,1
4,15.59,0.722885132,1
4,16.09,0.723373413,1
4,16.6,0.72303772,1
4,17.1,0.724060059,1
4,17.61,0.724121094,1
4,18.12,0.723434448,1
4,18.62,0.724746704,1
4,19.13,0.725097656,1
4,19.63,0.725524902,1
4,20.13,0.72555542,1
4,20.69,0.724075317,1
4,21.17,0.725143433,1
4,21.68,0.725524902,1
4,22.18,0.725067139,1
4,22.66,0.726150513,1
4,23.17,0.726547241,1
4,23.65,0.726119995,1
4,24.15,0.725769043,1
4,24.65,0.726226807,1
4,25.14,0.726821899,1
4,25.64,0.727294922,1
4,26.13,0.726928711,1
4,26.66,0.727828979,1
4,27.2,0.727294922,1
4,27.69,0.728851318,1
4,28.19,0.728790283,1
4,28.67,0.729919434,1
4,29.17,0.729934692,1
4,29.68,0.730209351,1
4,30.16,0.729690552,1
4,30.68,0.731109619,1
4,31.17,0.731628418,1
4,31.67,0.732299805,1
4,32.18,0.73223877,1
4,32.68,0.73425293,1
4,33.18,0.735458374,1
4,33.68,0.734542847,1
4,34.18,0.736206055,1
4,34.68,0.73664856,1
4,35.18,0.738571167,1
4,35.68,0.740356445,1
4,36.2,0.740402222,1
4,36.69,0.741928101,1
4,37.19,0.743743896,1
4,37.69,0.745452881,1
4,38.2,0.746688843,1
4,38.7,0.749649048,1
4,39.2,0.751785278,1
4,39.71,0.753601074,1
4,40.21,0.755493164,1
4,40.71,0.758544922,1
4,41.2,0.759658813,1
4,41.71,0.763793945,1
4,42.22,0.765640259,1
4,42.71,0.768478394,1
4,43.22,0.771514893,1
4,43.72,0.775436401,1
4,44.22,0.77822876,1
4,44.72,0.781845093,1
4,45.24,0.786193848,1
4,45.73,0.789520264,1
4,46.23,0.792938232,1
4,46.73,0.796905518,1
4,47.24,0.799560547,1
4,47.95,0.809020996,1
4,48.72,0.812683105,1
4,49.23,0.815887451,1
4,49.75,0.820281982,1
4,50.24,0.823043823,1
4,50.74,0.826309204,1
4,51.23,0.829025269,1
4,51.75,0.833145142,1
4,52.23,0.834838867,1
4,52.76,0.83934021,1
4,53.24,0.842224121,1
4,53.75,0.843154907,1
4,54.26,0.84588623,1
4,54.74,0.848144531,1
4,55.24,0.850601196,1
4,55.76,0.851013184,1
4,56.26,0.853485107,1
4,56.77,0.855819702,1
4,57.25,0.856582642,1
4,57.77,0.857727051,1
4,58.28,0.859466553,1
4,58.76,0.860855103,1
4,59.25,0.86076355,1
4,59.78,0.862609863,1
4,60.27,0.862884521,1
4,60.78,0.862976074,1
4,61.28,0.862915039,1
4,61.79,0.864929199,1
4,62.29,0.866256714,1
4,62.79,0.866149902,1
4,63.28,0.86706543,1
4,63.79,0.866943359,1
4,64.29,0.867523193,1
4,64.8,0.868911743,1
4,65.29,0.868484497,1
4,65.81,0.870254517,1
4,66.29,0.868865967,1
4,66.8,0.870117188,1
4,67.31,0.869781494,1
4,67.81,0.871459961,1
4,68.31,0.870376587,1
4,68.82,0.871185303,1
4,69.32,0.87109375,1
4,69.82,0.871170044,1
4,70.33,0.872161865,1
4,70.81,0.872634888,1
4,71.32,0.873077393,1
4,71.82,0.873184204,1
4,72.33,0.873825073,1
4,72.83,0.873519897,1
4,73.33,0.875152588,1
4,73.82,0.874481201,1
4,74.34,0.874572754,1
4,74.84,0.875030518,1
4,75.34,0.874801636,1
4,75.84,0.875152588,1
4,76.34,0.875259399,1
4,76.85,0.875747681,1
4,77.35,0.875488281,1
4,77.85,0.876541138,1
4,78.35,0.87612915,1
4,78.85,0.876968384,1
4,79.35,0.877182007,1
4,79.85,0.876907349,1
4,80.36,0.877700806,1
4,80.86,0.877807617,1
4,81.36,0.877578735,1
4,81.86,0.87789917,1
4,82.37,0.878738403,1
4,82.87,0.878540039,1
4,83.37,0.878463745,1
4,83.88,0.879333496,1
4,84.38,0.878814697,1
4,84.89,0.880264282,1
4,85.38,0.87979126,1
4,85.88,0.880233765,1
4,86.39,0.879760742,1
4,86.89,0.87979126,1
4,87.39,0.880966187,1
4,87.89,0.880340576,1
4,88.39,0.880981445,1
4,88.89,0.880477905,1
4,89.4,0.880386353,1
4,89.9,0.880828857,1
4,90.4,0.881378174,1
4,90.9,0.881149292,1
4,91.4,0.88117981,1
4,91.91,0.88180542,1
4,92.41,0.881378174,1
4,92.91,0.88192749,1
4,93.41,0.882278442,1
4,93.91,0.882385254,1
4,94.41,0.882965088,1
4,94.92,0.881912231,1
4,95.42,0.882797241,1
5,4.75,1.153778076,1
5,5.51,1.152755737,1
5,6.04,1.154052734,1
5,6.53,1.154342651,1
5,7.04,1.155151367,1
5,7.54,1.154602051,1
5,8.05,1.155517578,1
5,8.55,1.154937744,1
5,9.05,1.155990601,1
5,9.55,1.157333374,1
5,10.06,1.157196045,1
5,10.56,1.157516479,1
5,11.06,1.157684326,1
5,11.57,1.158401489,1
5,12.08,1.158248901,1
5,12.57,1.158401489,1
5,13.08,1.158721924,1
5,13.58,1.159088135,1
5,14.07,1.159301758,1
5,14.58,1.159225464,1
5,15.08,1.159057617,1
5,15.6,1.159851074,1
5,16.09,1.160751343,1
5,16.6,1.161087036,1
5,17.1,1.16027832,1
5,17.61,1.161727905,1
5,18.12,1.161911011,1
5,18.62,1.161743164,1
5,19.14,1.162231445,1
5,19.64,1.162094116,1
5,20.14,1.161880493,1
5,20.69,1.162414551,1
5,21.17,1.163452148,1
5,21.69,1.163894653,1
5,22.18,1.163711548,1
5,22.66,1.163848877,1
5,23.17,1.163406372,1
5,23.66,1.164245605,1
5,24.15,1.164382935,1
5,24.65,1.164306641,1
5,25.15,1.164520264,1
5,25.64,1.164703369,1
5,26.14,1.166122437,1
5,26.66,1.165512085,1
5,27.2,1.166473389,1
5,27.7,1.166305542,1
5,28.19,1.166351318,1
5,28.68,1.167709351,1
5,29.18,1.167495728,1
5,29.69,1.168380737,1
5,30.17,1.16897583,1
5,30.68,1.1693573,1
5,31.17,1.170516968,1
5,31.67,1.17048645,1
5,32.18,1.170684814,1
5,32.68,1.172088623,1
5,33.18,1.173721313,1
5,33.69,1.173248291,1
5,34.19,1.174972534,1
5,34.69,1.176376343,1
5,35.19,1.177444458,1
5,35.69,1.179916382,1
5,36.2,1.180343628,1
5,36.69,1.181732178,1
5,37.19,1.18460083,1
5,37.7,1.185897827,1
5,38.2,1.187210083,1
5,38.7,1.190689087,1
5,39.21,1.193328857,1
5,39.71,1.195037842,1
5,40.21,1.19909668,1
5,40.71,1.202423096,1
5,41.21,1.204742432,1
5,41.72,1.207901001,1
5,42.22,1.211761475,1
5,42.72,1.215744019,1
5,43.23,1.220565796,1
5,43.74,1.224807739,1
5,44.22,1.227859497,1
5,44.73,1.232925415,1
5,45.23,1.239212036,1
5,45.73,1.243637085,1
5,46.23,1.249221802,1
5,46.74,1.254043579,1
5,47.24,1.260421753,1
5,47.95,1.272369385,1
5,48.72,1.277328491,1
5,49.23,1.28338623,1
5,49.75,1.290008545,1
5,50.24,1.295898438,1
5,50.74,1.302139282,1
5,51.24,1.307159424,1
5,51.75,1.312728882,1
5,52.24,1.317504883,1
5,52.76,1.32359314,1
5,53.24,1.328353882,1
5,53.75,1.332687378,1
5,54.26,1.337203979,1
5,54.74,1.3412323,1
5,55.25,1.345016479,1
5,55.76,1.348632813,1
5,56.26,1.351028442,1
5,56.77,1.354705811,1
5,57.25,1.357498169,1
5,57.78,1.359542847,1
5,58.28,1.361724854,1
5,58.75,1.363525391,1
5,59.26,1.366073608,1
5,59.78,1.366744995,1
5,60.26,1.36895752,1
5,60.77,1.370498657,1
5,61.29,1.3722229,1
5,61.79,1.372955322,1
5,62.29,1.374465942,1
5,62.79,1.375686646,1
5,63.28,1.377120972,1
5,63.8,1.376937866,1
5,64.3,1.379425049,1
5,64.8,1.379425049,1
5,65.29,1.379653931,1
5,65.81,1.381271362,1
5,66.29,1.382156372,1
5,66.8,1.38420105,1
5,67.31,1.383926392,1
5,67.82,1.387390137,1
5,68.31,1.387466431,1
5,68.83,1.387115479,1
5,69.32,1.389297485,1
5,69.82,1.390563965,1
5,70.33,1.390289307,1
5,70.82,1.389923096,1
5,71.33,1.389343262,1
5,71.82,1.389663696,1
5,72.33,1.390335083,1
5,72.84,1.389129639,1
5,73.34,1.389892578,1
5,73.83,1.389648438,1
5,74.33,1.389572144,1
5,74.85,1.388015747,1
5,75.35,1.387374878,1
5,75.84,1.386322021,1
5,76.34,1.389129639,1
5,76.85,1.388092041,1
5,77.35,1.386138916,1
5,77.85,1.387466431,1
5,78.35,1.386230469,1
5,78.85,1.388320923,1
5,79.36,1.387924194,1
5,79.85,1.388046265,1
5,80.36,1.388809204,1
5,80.86,1.389038086,1
5,81.37,1.38873291,1
5,81.86,1.388320923,1
5,82.37,1.387832642,1
5,82.87,1.388320923,1
5,83.37,1.38961792,1
5,83.87,1.389648438,1
5,84.38,1.389480591,1
5,84.89,1.390289307,1
5,85.38,1.390014648,1
5,85.89,1.389251709,1
5,86.39,1.391281128,1
5,86.9,1.389877319,1
5,87.39,1.390289307,1
5,87.89,1.388412476,1
5,88.4,1.390060425,1
5,88.9,1.389572144,1
5,89.4,1.390060425,1
5,89.9,1.391143799,1
5,90.4,1.390563965,1
5,90.9,1.389984131,1
5,91.4,1.390960693,1
5,91.92,1.391235352,1
5,92.4,1.390151978,1
5,92.91,1.390594482,1
5,93.42,1.389480591,1
5,93.92,1.390106201,1
5,94.41,1.390869141,1
5,94.92,1.391494751,1
5,95.42,1.39100647,1
6,4.97,1.003097534,0.5
6,5.49,1.003463745,0.5
6,6.02,1.003707886,0.5
6,6.52,1.004455566,0.5
6,7.03,1.004547119,0.5
6,7.54,1.005004883,0.5
6,8.03,1.005996704,0.5
6,8.54,1.005523682,0.5
6,9.04,1.006561279,0.5
6,9.55,1.007125854,0.5
6,10.04,1.007141113,0.5
6,10.55,1.007217407,0.5
6,11.07,1.007125854,0.5
6,11.56,1.007400513,0.5
6,12.05,1.008209229,0.5
6,12.57,1.008895874,0.5
6,13.07,1.008361816,0.5
6,13.58,1.009048462,0.5
6,14.06,1.009155273,0.5
6,14.58,1.009613037,0.5
6,15.08,1.009460449,0.5
6,15.58,1.009963989,0.5
6,16.08,1.010452271,0.5
6,16.58,1.010162354,0.5
6,17.09,1.010742188,0.5
6,17.6,1.011169434,0.5
6,18.1,1.011764526,0.5
6,18.61,1.011367798,0.5
6,19.12,1.011398315,0.5
6,19.62,1.011901855,0.5
6,20.13,1.012084961,0.5
6,20.66,1.012649536,0.5
6,21.15,1.012954712,0.5
6,21.65,1.013183594,0.5
6,22.16,1.013580322,0.5
6,22.66,1.013916016,0.5
6,23.16,1.013549805,0.5
6,23.65,1.013961792,0.5
6,24.15,1.014389038,0.5
6,24.65,1.014770508,0.5
6,25.15,1.014862061,0.5
6,25.63,1.01411438,0.5
6,26.13,1.015228271,0.5
6,26.68,1.015625,0.5
6,27.19,1.015808105,0.5
6,27.68,1.015945435,0.5
6,28.19,1.01600647,0.5
6,28.68,1.015869141,0.5
6,29.16,1.016677856,0.5
6,29.67,1.016479492,0.5
6,30.16,1.01776123,0.5
6,30.66,1.017440796,0.5
6,31.18,1.017654419,0.5
6,31.68,1.017242432,0.5
6,32.18,1.017196655,0.5
6,32.68,1.018478394,0.5
6,33.18,1.018096924,0.5
6,33.69,1.017959595,0.5
6,34.18,1.019836426,0.5
6,34.68,1.019790649,0.5
6,35.18,1.020965576,0.5
6,35.68,1.020965576,0.5
6,36.19,1.021759033,0.5
6,36.69,1.022964478,0.5
6,37.19,1.024963379,0.5
6,37.7,1.026443481,0.5
6,38.21,1.028015137,0.5
6,38.7,1.028991699,0.5
6,39.2,1.031036377,0.5
6,39.72,1.032867432,0.5
6,40.22,1.034362793,0.5
6,40.72,1.036102295,0.5
6,41.21,1.039306641,0.5
6,41.73,1.041671753,0.5
6,42.22,1.044219971,0.5
6,42.71,1.04699707,0.5
6,43.23,1.049987793,0.5
6,43.73,1.053604126,0.5
6,44.24,1.057891846,0.5
6,44.74,1.061416626,0.5
6,45.24,1.065704346,0.5
6,45.75,1.069885254,0.5
6,46.24,1.074066162,0.5
6,46.74,1.077789307,0.5
6,47.25,1.082321167,0.5
6,47.94,1.092071533,0.5
6,48.72,1.097137451,0.5
6,49.26,1.102081299,0.5
6,49.76,1.10710144,0.5
6,50.27,1.112747192,0.5
